,distorted_filename,reference_filename,FVVHD,DISTS,SSIM,GMSD,MOS,DoMOS,DMOS,Buike MOS,Shihao Score,Xu MOS,Prof MOS,buike MOS2,AvgMOS,pSNR Score,Average_PSNR,Contrique_score,WaDiQaM_score,CompressVQA,PSNR_Score,MS-SSIM_Score,LPIPS_Score,WaDiQa_score,LPIPS_Score_vgg,PLCC,SROCC,KROCC,scene,NeRF-DISTS
27,drums_dvgo_ss2.mp4,drums_reference.mp4,7.3255,0.1126927366852759,0.92824,0.12399,2.2735,1.50019487876728,84.3735,2.0,3,2,2.0,2.5,2.25,35.3846501392822,24.31211939186161,0.116252390258014,0.728797778785229,2.51225900650024,35.3846501392822,0.907381738203144,0.075454096933827,72.8797778785229,0.105464672669768,,,,drums,4.88277
28,drums_instantNGP.mp4,drums_reference.mp4,6.5919,0.0950941744446759,0.8589,0.18695,2.2906,1.37001586222524,87.964,2.0,3,2,2.0,2.0,2.25,35.293099981177896,20.99879825072332,0.046844554636628,0.685511707365513,2.5213630199432404,35.293099981177896,0.8413181367196519,0.106300077401102,68.5511707365513,0.132883662357926,,,,drums,5.4292827
29,drums_instantNGP_ss2.mp4,drums_reference.mp4,6.1894,0.133619754612446,0.81297,0.2072699999999999,1.7778,1.17046000453206,93.468,1.0,3,1,1.0,1.0,1.5,34.8238612999692,20.35160210916351,0.083961696345359,0.6409281912446021,2.22280478477478,34.8238612999692,0.820830479525038,0.152933060433716,64.0928191244602,0.169912530966103,,,,drums,4.692604
30,ficus_instantNGP_ss2.mp4,ficus_reference.mp4,7.0333,0.166643813252449,0.90728,0.13667,1.709,1.6696,97.28,1.0,3,1,1.0,1.0,1.5,36.1490749501794,22.389395328016334,0.07242866082117,0.7137434488534928,2.50859808921814,36.1490749501794,0.896745349492306,0.0650523119978609,71.37434488534929,0.086509843952954,,,,ficus,2.6332407
31,ficus_instantNGP.mp4,ficus_reference.mp4,7.6104,0.134279846847057,0.9574,0.0948529999999999,1.915,1.8214,98.1695,1.0,3,2,1.0,1.5,1.75,36.6822810840997,25.987804627922497,0.0495455251447859,0.7325213348865509,2.69004321098328,36.6822810840997,0.941409216297574,0.044743073303253,73.25213348865509,0.063956793174148,,,,ficus,3.649469
32,truck_mipnerf360.mp4,truck_reference.mp4,4.6721,0.0780204854408899,0.65281,0.19877,3.7265,4.12177656922728,12.067,4.0,3,4,3.0,4.0,3.5,29.9970557147172,19.924227448360277,0.139661788766583,0.5580648077527679,3.1616597175598105,29.9970557147172,0.620972577686423,0.2237499703963599,55.8064807752768,0.304699866324663,,,,truck,6.6108313
33,truck_nerfacto.mp4,truck_reference.mp4,4.8458,0.091109645565351,0.64076,0.20024,3.325,3.93454792658056,17.230999999999998,3.0,3,4,3.0,3.0,3.25,29.072131379891,19.46248747984589,0.156873566557964,0.518344527880351,2.79749631881714,29.072131379891,0.6105034446994101,0.244950509667396,51.83445278803509,0.3310382430752119,,,,truck,6.2539325
34,playground_mipnerf360.mp4,playground_reference.mp4,4.4729,0.10624902009964,0.52112,0.2042,3.4786,3.77842737366871,21.537,4.0,4,4,3.0,3.5,3.75,29.1021016088991,19.21558147276901,0.167200793027878,0.507893169224262,2.21925711631775,29.1021016088991,0.487637370836981,0.3361086678504939,50.7893169224262,0.419510195553303,,,,playground,6.749838
35,train_mipnerf360.mp4,train_reference.mp4,3.8426,0.13177902897199,0.47275,0.24211,3.8803,3.68523000226603,24.1075,5.0,3,3,3.0,4.5,3.5,28.6367931258458,16.35448376264292,0.148856643661857,0.471208976407846,1.50713467597961,28.6367931258458,0.4851042022188779,0.3248374668757119,47.1208976407846,0.407941042582194,,,,train,5.9637113
36,train_nerfacto.mp4,train_reference.mp4,3.5962,0.154214126269023,0.40042,0.26002,3.2192,3.50075685474734,29.1955,3.0,3,3,2.0,2.5,2.75,28.1253725644197,14.512342216790584,0.17250041137139,0.435484383006891,1.2608604431152302,28.1253725644197,0.4278316064769389,0.371630884210269,43.54843830068911,0.459977996349335,,,,train,5.4006243
